Price,House Type,SQFT,Bedrooms,Bathrooms,Suburb,City,Zip Code,Price_per_SQFT,Country,Condition,Built,Remodeled
"$625,000.00 ",Apartment,825,2,2,,London,0,$757.58 ,England,4,1956,2000
"$3,000,000.00 ",House,4088,6,6,Ealing,London,0,$733.86 ,England,2,1885,2008
"$3,950,000.00 ",New development,4438,5,5,Wimbledon,London,0,$890.04 ,England,4,1917,2000
"$2,999,000.00 ",House,3295,6,6,,London,0,$910.17 ,England,5,1901,2011
"$965,000.00 ",Apartment,925,2,2,Pimlico,London,0,"$1,043.24 ",England,5,1896,2005
"$2,000,000.00 ",House,2127,4,4,Barnes,London,0,$940.29 ,England,3,1924,2004
"$5,000,000.00 ",House,2332,4,4,,Marylebone,0,"$2,144.08 ",England,2,1869,2013
"$3,450,000.00 ",New development,3802,5,5,Wimbledon,London,0,$907.42 ,England,5,1955,2009
"$895,000.00 ",Apartment,555,1,1,,London,0,"$1,612.61 ",England,1,1931,2016
"$5,000,000.00 ",House,7879,6,6,,Surrey,0,$634.60 ,England,5,1957,2005
"$1,095,000.00 ",House,1256,4,4,,London,0,$871.82 ,England,5,1932,2012
"$5,650,000.00 ",House,2753,4,4,Belgravia,London,0,"$2,052.31 ",England,3,1873,2017
"$2,820,000.00 ",New development,3900,5,5,Blackheath,London,0,$723.08 ,England,4,1905,2013
"$2,250,000.00 ",House,2835,5,5,Wimbledon,London,0,$793.65 ,England,2,1885,2008
"$1,450,000.00 ",House,1667,4,4,South Hackney,London,0,$869.83 ,England,3,1898,2004
"$700,000.00 ",Apartment,997,2,2,,London,0,$702.11 ,England,3,1886,2023
"$1,850,000.00 ",Penthouse,1836,2,2, Spitalfields,London,0,"$1,007.63 ",England,3,1937,2015
"$3,000,000.00 ",House,3325,7,7,Bloomsbury,London,0,$902.26 ,England,4,1886,2022
"$1,525,000.00 ",House,2232,5,5,,London,0,$683.24 ,England,2,1874,2014
"$1,350,000.00 ",Penthouse,1117,2,2,Clerkenwell,London,0,"$1,208.59 ",England,4,1850,2013
"$625,000.00 ",Apartment,636,1,1,Clerkenwell,London,0,$982.70 ,England,5,1907,2011
"$1,650,000.00 ",House,1576,4,4,Fulham,London,0,"$1,046.95 ",England,2,1978,2018
"$450,000.00 ",Apartment,500,1,1,Camden,London,0,$900.00 ,England,1,1944,2022
"$1,625,000.00 ",House,1372,4,4,,London,0,"$1,184.40 ",England,4,1864,2023
"$1,000,000.00 ",House,1528,4,4,,Northwood,0,$654.45 ,England,2,1948,2011
"$850,000.00 ",Apartment,848,2,2,Clerkenwell,London,0,"$1,002.36 ",England,1,1955,2006
"$2,495,000.00 ",House,3609,6,6,,Twickenham,0,$691.33 ,England,4,1896,2010
"$2,250,000.00 ",House,2469,4,4,,London,0,$911.30 ,England,3,1897,2004
"$3,950,000.00 ",House,2803,5,5,St. John's Wood,London,0,"$1,409.20 ",England,1,1917,2006
"$1,750,000.00 ",House,2396,5,5,,London,0,$730.38 ,England,5,1919,2005
"$1,195,000.00 ",Apartment,678,1,1, Marylebone,London,0,"$1,762.54 ",England,2,1863,2000
"$650,000.00 ",Apartment,1077,2,2,Wandsworth,London,0,$603.53 ,England,3,1911,2013
"$3,000,000.00 ",House,3027,5,5, Parsons Green,London,0,$991.08 ,England,2,1900,2023
"$550,000.00 ",Apartment,960,2,2, Bow,London,0,$572.92 ,England,1,1898,2022
"$1,000,000.00 ",Apartment,659,1,1,67 Lower Sloane Street,London,0,"$1,517.45 ",England,5,1928,2021
"$9,950,000.00 ",House,4876,6,6,Regent's Park,London,0,"$2,040.61 ",England,1,1890,2009
"$11,950,000.00 ",House,4785,5,5,,London,0,"$2,497.39 ",England,4,1920,2016
"$1,500,000.00 ",House,2123,5,5,Wandsworth,London,0,$706.55 ,England,3,1866,2015
"$599,999.00 ",Apartment,665,2,2,,London,0,$902.25 ,England,5,1855,2011
"$995,000.00 ",Apartment,1021,2,2,,London,0,$974.53 ,England,2,1873,2013
"$525,000.00 ",Apartment,565,1,1,Camden,London,0,$929.20 ,England,1,1887,2015
"$2,395,000.00 ",Apartment,1190,3,3,,London,0,"$2,012.61 ",England,1,1977,2017
"$2,100,000.00 ",Apartment,1367,3,3, Kensington,London,0,"$1,536.21 ",England,1,1854,2007
"$800,000.00 ",Apartment,1044,2,2,Wandsworth,London,0,$766.28 ,England,1,1912,2003
"$885,000.00 ",Apartment,1113,3,3, Putney,London,0,$795.15 ,England,4,1910,2004
"$2,395,000.00 ",House,2881,5,5,Putney,London,0,$831.31 ,England,4,1945,2010
"$1,680,000.00 ",Apartment,1502,3,3, Paddington,London,0,"$1,118.51 ",England,3,1965,2021
"$2,000,000.00 ",House,2178,4,4,Chiswick,London,0,$918.27 ,England,5,1920,2010
"$1,175,000.00 ",House,1752,3,3,Chiswick,London,0,$670.66 ,England,4,1894,2014
"$2,350,000.00 ",House,2720,6,6,Fulham,London,0,$863.97 ,England,4,1944,2001
"$4,200,000.00 ",House,4591,6,6,Richmond,Surrey,0,$914.83 ,England,3,1868,2009
"$1,550,000.00 ",Apartment,1227,2,2,Notting Hill,London,0,"$1,263.24 ",England,2,1961,2015
"$2,500,000.00 ",House,2314,4,4, Fulham,London,0,"$1,080.38 ",England,1,1921,2000
"$695,000.00 ",Apartment,871,2,2,Highbury Stadium Square,London,0,$797.93 ,England,5,1899,2005
"$775,000.00 ",House,1368,3,3,Esher,Surrey,0,$566.52 ,England,3,1916,2022
"$4,950,000.00 ",House,4622,6,6,,London,0,"$1,070.96 ",England,3,1915,2007
"$1,795,000.00 ",Apartment,1402,4,4,,London,0,"$1,280.31 ",England,1,1851,2019
"$2,550,000.00 ",House,2665,5,5,Wandsworth,London,0,$956.85 ,England,4,1980,2008
"$565,000.00 ",Apartment,711,2,2, Battersea,London,0,$794.66 ,England,3,1910,2005
"$2,500,000.00 ",Apartment,1950,3,3,50 Holland Street,London,0,"$1,282.05 ",England,5,1980,2017
"$885,000.00 ",Apartment,920,2,2,Wandsworth,London,0,$961.96 ,England,5,1885,2005
"$399,950.00 ",New development,362,1,1,Putney,London,0,"$1,104.83 ",England,5,1973,2016
"$895,000.00 ",Apartment,1013,2,2, Primrose Hill,London,0,$883.51 ,England,2,1925,2004
"$550,000.00 ",Apartment,654,2,2,,London,0,$840.98 ,England,3,1878,2022
"$1,450,000.00 ",House,2270,4,4,,London,0,$638.77 ,England,2,1913,2016
"$1,160,000.00 ",New development,861,2,2,101 Wood Lane,London,0,"$1,347.27 ",England,2,1867,2003
"$2,500,000.00 ",Apartment,1227,2,2, St John's Wood,London,0,"$2,037.49 ",England,2,1943,2004
"$1,575,000.00 ",Apartment,699,1,1,,London,0,"$2,253.22 ",England,5,1900,2018
"$2,500,000.00 ",House,3613,7,7,Highgate,London,0,$691.95 ,England,2,1919,2005
"$1,150,000.00 ",Apartment,682,1,1,,London,0,"$1,686.22 ",England,4,1867,2014
"$1,450,000.00 ",House,1727,4,4,,London,0,$839.61 ,England,2,1937,2006
"$2,650,000.00 ",House,1304,2,2,,London,0,"$2,032.21 ",England,3,1911,2022
"$1,175,000.00 ",House,1601,4,4,Wimbledon,London,0,$733.92 ,England,5,1885,2021
"$360,000.00 ",Apartment,630,2,2,South Hackney,London,0,$571.43 ,England,3,1927,2016
"$670,000.00 ",Apartment,920,2,2, Putney,London,0,$728.26 ,England,1,1938,2007
"$799,500.00 ",Apartment,898,2,2,,London,0,$890.31 ,England,4,1939,2001
"$1,250,000.00 ",House,1828,4,4,Fulham,London,0,$683.81 ,England,1,1900,2004
"$350,000.00 ",Apartment,422,1,1,Monks Drive,London,0,$829.38 ,England,1,1912,2006
"$895,000.00 ",House,1579,4,4,Thames Ditton,Surrey,0,$566.81 ,England,2,1912,2023
"$1,500,000.00 ",House,2122,5,5, Esher,Surrey,0,$706.88 ,England,1,1861,2010
"$4,250,000.00 ",House,1978,4,4,Knightsbridge,London,0,"$2,148.63 ",England,2,1892,2023
"$1,225,000.00 ",Apartment,1262,3,3,,London,0,$970.68 ,England,5,1908,2016
"$1,150,000.00 ",House,1447,4,4,,London,0,$794.75 ,England,1,1944,2022
"$14,850,000.00 ",House,7800,6,6,,London,0,"$1,903.85 ",England,3,1943,2000
"$2,250,000.00 ",House,2422,5,5,,London,0,$928.98 ,England,2,1920,2002
"$405,000.00 ",Apartment,376,1,1,South Hackney,London,0,"$1,077.13 ",England,5,1932,2011
"$2,750,000.00 ",House,5310,5,5,Loughton,Essex,0,$517.89 ,England,5,1886,2013
"$1,695,000.00 ",House,2160,4,4,Islington,London,0,$784.72 ,England,5,1957,2017
"$850,000.00 ",Apartment,770,2,2,Islington,London,0,"$1,103.90 ",England,1,1901,2016
"$1,295,000.00 ",Apartment,924,2,2,101 Wood Lane,London,0,"$1,401.52 ",England,4,1971,2004
"$2,750,000.00 ",Apartment,1765,3,3,Hammersmith,London,0,"$1,558.07 ",England,2,1886,2018
"$2,750,000.00 ",Apartment,1539,3,3, Vauxhall,London,0,"$1,786.87 ",England,3,1970,2018
"$1,500,000.00 ",Apartment,638,1,1,,London,0,"$2,351.10 ",England,4,1855,2001
"$599,950.00 ",Apartment,495,1,1,Clerkenwell,London,0,"$1,212.02 ",England,4,1867,2009
"$1,100,000.00 ",Apartment,1461,3,3,1 School Mews,London,0,$752.91 ,England,2,1950,2011
"$4,750,000.00 ",House,2890,5,5,Belsize Park,London,0,"$1,643.60 ",England,2,1856,2003
"$2,500,000.00 ",House,3053,5,5,Barnes,London,0,$818.87 ,England,4,1861,2010
"$1,250,000.00 ",Apartment,1281,2,2,1 Brasenose Drive,London,0,$975.80 ,England,4,1872,2015
"$1,650,000.00 ",New development,1887,2,2,63 Mortlake High Street,London,0,$874.40 ,England,3,1921,2012
"$6,250,000.00 ",House,3215,5,5,Chelsea,London,0,"$1,944.01 ",England,4,1933,2010
"$5,295,000.00 ",Penthouse,2807,4,4, St John's Wood,London,0,"$1,886.36 ",England,3,1975,2014
"$3,500,000.00 ",House,1481,3,3,,London,0,"$2,363.27 ",England,5,1920,2016
"$14,500,000.00 ",House,7156,6,6,,London,0,"$2,026.27 ",England,2,1926,2010
"$4,250,000.00 ",House,2631,2,2,,London,0,"$1,615.36 ",England,2,1850,2000
"$699,950.00 ",Apartment,1087,3,3,9 The Downs,London,0,$643.93 ,England,4,1894,2004
"$1,100,000.00 ",Apartment,718,1,1,,London,0,"$1,532.03 ",England,5,1907,2016
"$3,100,000.00 ",House,2885,6,6, Fulham,London,0,"$1,074.52 ",England,5,1970,2003
"$700,000.00 ",Apartment,990,2,2, Battersea,London,0,$707.07 ,England,2,1883,2007
"$1,600,000.00 ",Apartment,1078,2,2, Westminster,London,0,"$1,484.23 ",England,4,1898,2012
"$625,000.00 ",House,899,2,2,Putney,London,0,$695.22 ,England,4,1921,2011
"$1,895,000.00 ",House,1975,5,5,Swiss Cottage,London,0,$959.49 ,England,1,1966,2003
"$485,000.00 ",Apartment,454,1,1,Notting Hill,London,0,"$1,068.28 ",England,3,1936,2013
"$2,150,000.00 ",House,2887,6,6,Ealing,London,0,$744.72 ,England,2,1872,2021
"$1,200,000.00 ",House,1358,2,2,,London,0,$883.65 ,England,4,1949,2002
"$565,000.00 ",Apartment,895,2,2, Greenwich,London,0,$631.28 ,England,5,1956,2009
"$600,000.00 ",Apartment,736,3,3,,London,0,$815.22 ,England,1,1889,2019
"$1,850,000.00 ",New development,1978,3,3,63 Mortlake High Street,London,0,$935.29 ,England,4,1879,2003
"$1,275,000.00 ",House,1766,4,4,Wandsworth,London,0,$721.97 ,England,4,1885,2020
"$2,100,000.00 ",House,1913,4,4,,London,0,"$1,097.75 ",England,1,1850,2019
"$3,450,000.00 ",Apartment,2377,5,5,,London,0,"$1,451.41 ",England,1,1911,2009
"$1,050,000.00 ",New development,546,1,1,Primrose Hill,London,0,"$1,923.08 ",England,4,1857,2001
"$6,950,000.00 ",New development,4295,5,5,Hampstead,London,0,"$1,618.16 ",England,2,1881,2014
"$999,950.00 ",Penthouse,764,2,2,,London,0,"$1,308.84 ",England,2,1927,2001
"$995,000.00 ",Apartment,1115,2,2, Battersea,London,0,$892.38 ,England,2,1937,2016
"$1,150,000.00 ",Apartment,1346,3,3,Highgate,London,0,$854.38 ,England,5,1936,2004
"$2,200,000.00 ",Penthouse,1715,2,2,63 Mortlake High Street,London,0,"$1,282.80 ",England,3,1923,2022
"$1,800,000.00 ",Penthouse,1490,2,2,63 Mortlake High Street,London,0,"$1,208.05 ",England,5,1950,2018
"$680,000.00 ",Apartment,681,2,2,,London,0,$998.53 ,England,3,1907,2000
"$925,000.00 ",New development,1033,3,3, Maida Vale,London,0,$895.45 ,England,3,1961,2020
"$1,800,000.00 ",Apartment,1441,3,3,Little Venice,London,0,"$1,249.13 ",England,3,1905,2004
"$1,000,000.00 ",Apartment,923,2,2,Islington,London,0,"$1,083.42 ",England,1,1868,2022
"$1,765,000.00 ",House,3354,5,5,Esher,Surrey,0,$526.24 ,England,5,1892,2014
"$835,000.00 ",Apartment,744,2,2,11 Brewhouse Yard,London,0,"$1,122.31 ",England,3,1907,2005
"$1,900,000.00 ",House,2599,5,5,,London,0,$731.05 ,England,5,1904,2007
"$1,900,000.00 ",Apartment,2114,2,2,8 Princelet Street,London,0,$898.77 ,England,1,1920,2022
"$540,000.00 ",Apartment,615,2,2,Putney,London,0,$878.05 ,England,2,1913,2001
"$899,950.00 ",Apartment,1025,3,3,70 Sancroft Street,London,0,$878.00 ,England,2,1972,2023
"$5,950,000.00 ",House,6776,8,8,Clapham,London,0,$878.10 ,England,4,1856,2009
"$460,000.00 ",Apartment,767,2,2,Copperwood Place,London,0,$599.74 ,England,5,1875,2023
"$730,000.00 ",Apartment,626,2,2,Medway Street,London,0,"$1,166.13 ",England,3,1951,2017
"$1,495,000.00 ",Apartment,1618,3,3,,London,0,$923.98 ,England,5,1968,2008
"$525,000.00 ",House,833,3,3,Upshirebury Green,Essex,0,$630.25 ,England,4,1958,2019
"$1,195,000.00 ",Apartment,839,2,2,St. John's Wood,London,0,"$1,424.31 ",England,5,1892,2000
"$775,000.00 ",Apartment,828,2,2,,London,0,$935.99 ,England,4,1980,2018
"$3,200,000.00 ",House,2634,5,5,Battersea,London,0,"$1,214.88 ",England,3,1964,2018
"$2,495,000.00 ",House,4185,6,6,Esher,Surrey,0,$596.18 ,England,1,1894,2005
"$699,950.00 ",House,1037,3,3,Kingston upon Thames,Surrey,0,$674.98 ,England,2,1884,2015
"$500,000.00 ",Apartment,955,2,2,Northwood,Middlesex,0,$523.56 ,England,5,1886,2012
"$699,999.00 ",Apartment,970,2,2,,London,0,$721.65 ,England,4,1906,2014
"$500,000.00 ",Apartment,462,1,1,,London,0,"$1,082.25 ",England,4,1888,2022
"$1,150,000.00 ",House,1774,4,4,East Molesey,Surrey,0,$648.25 ,England,5,1934,2006
"$2,170,000.00 ",New development,1083,3,3, Earls Court,London,0,"$2,003.69 ",England,2,1879,2014
"$1,395,000.00 ",Apartment,924,2,2,,London,0,"$1,509.74 ",England,1,1950,2020
"$2,300,000.00 ",House,2062,4,4,,London,0,"$1,115.42 ",England,1,1881,2007
"$899,995.00 ",Apartment,863,2,2, Old Street,London,0,"$1,042.87 ",England,4,1943,2005
"$900,000.00 ",House,902,2,2,,London,0,$997.78 ,England,3,1954,2005
"$6,395,000.00 ",House,2944,3,3,St. John's Wood,London,0,"$2,172.21 ",England,1,1917,2011
"$1,350,000.00 ",Apartment,750,2,2,33 Ebury Street,London,0,"$1,800.00 ",England,2,1959,2011
"$5,000,000.00 ",Penthouse,4004,4,4, Pimlico,London,0,"$1,248.75 ",England,2,1872,2017
"$2,300,000.00 ",House,2713,6,6,Fulham,London,0,$847.77 ,England,4,1914,2018
"$6,100,000.00 ",Apartment,2625,5,5, Marylebone,London,0,"$2,323.81 ",England,2,1967,2009
"$950,000.00 ",House,968,2,2,Ealing,London,0,$981.40 ,England,1,1889,2010
"$2,325,000.00 ",Penthouse,1895,4,4,Pimlico,London,0,"$1,226.91 ",England,4,1868,2013
"$17,950,000.00 ",House,14358,7,7,Hampstead Garden Suburb,London,0,"$1,250.17 ",England,2,1975,2015
"$1,195,000.00 ",Apartment,1039,3,3,Old Brompton Road,London,0,"$1,150.14 ",England,2,1939,2003
"$2,250,000.00 ",House,1874,5,5,Chiswick,London,0,"$1,200.64 ",England,2,1939,2015
"$595,000.00 ",Apartment,674,2,2, Battersea,London,0,$882.79 ,England,2,1972,2000
"$700,000.00 ",Apartment,801,3,3,,London,0,$873.91 ,England,2,1850,2000
"$675,000.00 ",Apartment,736,2,2,,London,0,$917.12 ,England,1,1973,2002
"$800,000.00 ",Apartment,907,2,2, Ealing,London,0,$882.03 ,England,1,1881,2022
"$1,100,000.00 ",Apartment,1156,2,2,,London,0,$951.56 ,England,4,1979,2011
"$995,000.00 ",Apartment,685,2,2,,London,0,"$1,452.55 ",England,2,1900,2002
"$3,500,000.00 ",Apartment,2423,4,4, St. John's Wood,London,0,"$1,444.49 ",England,4,1854,2023
"$3,950,000.00 ",House,4188,7,7,Chiswick,London,0,$943.17 ,England,1,1947,2001
"$6,750,000.00 ",House,3719,5,5,,London,0,"$1,815.00 ",England,3,1954,2019
"$9,000,000.00 ",House,4039,5,5,,London,0,"$2,228.27 ",England,3,1912,2018
"$700,000.00 ",Apartment,1221,3,3, Stanmore,Middlesex,0,$573.30 ,England,2,1894,2018
"$500,000.00 ",Apartment,945,4,4,Clapham,London,0,$529.10 ,England,4,1926,2023
"$950,000.00 ",Apartment,870,2,2,Clerkenwell,London,0,"$1,091.95 ",England,3,1963,2009
"$1,100,000.00 ",New development,1310,2,2,,London,0,$839.69 ,England,1,1858,2023
"$470,000.00 ",Penthouse,496,1,1, Shoreditch,London,0,$947.58 ,England,2,1886,2013
"$2,980,000.00 ",House,3433,6,6,Richmond,Surrey,0,$868.05 ,England,2,1951,2019
"$1,250,000.00 ",Apartment,969,3,3,Primrose Hill,London,0,"$1,289.99 ",England,3,1865,2019
"$850,000.00 ",House,1017,2,2,Battersea,London,0,$835.79 ,England,4,1914,2015
"$1,325,000.00 ",Apartment,1167,3,3,Tufton Street,London,0,"$1,135.39 ",England,3,1916,2004
"$6,950,000.00 ",Apartment,1584,3,3,199 Knightsbridge,London,0,"$4,387.63 ",England,3,1921,2000
"$650,000.00 ",House,1386,4,4,Northwood,Middlesex,0,$468.98 ,England,5,1955,2009
"$3,400,000.00 ",House,2441,4,4,Hammersmith,London,0,"$1,392.87 ",England,3,1885,2021
"$1,650,000.00 ",Apartment,1189,2,2,76 Marsham Street,London,0,"$1,387.72 ",England,3,1928,2005
"$2,750,000.00 ",Apartment,2080,4,4, Chelsea,London,0,"$1,322.12 ",England,5,1916,2018
"$2,200,000.00 ",Apartment,1119,2,2,Marylebone,London,0,"$1,966.04 ",England,1,1864,2001
"$3,875,000.00 ",House,4095,7,7, Fulham,London,0,$946.28 ,England,1,1917,2022
"$4,350,000.00 ",Penthouse,2494,3,3,,London,0,"$1,744.19 ",England,1,1932,2009
"$475,000.00 ",Apartment,542,1,1,23 Plumbers Row,London,0,$876.38 ,England,3,1926,2012
"$450,000.00 ",Apartment,738,2,2,4 Killick Way,London,0,$609.76 ,England,4,1894,2004
"$1,450,000.00 ",Apartment,1067,2,2,,London,0,"$1,358.95 ",England,2,1960,2003
"$2,250,000.00 ",Apartment,1539,2,2,,London,0,"$1,461.99 ",England,2,1978,2020
"$4,750,000.00 ",House,8081,7,7,Esher,Surrey,0,$587.80 ,England,3,1879,2019
"$3,500,000.00 ",House,3001,5,5,Barnes,London,0,"$1,166.28 ",England,1,1912,2003
"$865,000.00 ",Apartment,1551,3,3,3 Arnhem Place,London,0,$557.70 ,England,3,1964,2001
"$8,250,000.00 ",Penthouse,4555,5,5, Southwark,London,0,"$1,811.20 ",England,2,1950,2005
"$7,500,000.00 ",House,3792,5,5,Regent's Park,London,0,"$1,977.85 ",England,2,1880,2011
"$7,925,000.00 ",House,2648,4,4,Mayfair,London,0,"$2,992.82 ",England,3,1915,2021
"$5,250,000.00 ",House,4144,6,6,Battersea Park,London,0,"$1,266.89 ",England,5,1879,2014
"$595,000.00 ",Apartment,795,2,2,Woodberry Grove,London,0,$748.43 ,England,2,1913,2016
"$2,650,000.00 ",House,2454,6,6,Fulham,London,0,"$1,079.87 ",England,3,1862,2001
"$5,950,000.00 ",Penthouse,2220,4,4, St John's Wood,London,0,"$2,680.18 ",England,5,1945,2015
"$5,600,000.00 ",Apartment,2509,4,4, St. John's Wood,London,0,"$2,231.96 ",England,2,1897,2007
"$2,250,000.00 ",House,3889,4,4,Esher,Surrey,0,$578.55 ,England,1,1866,2021
"$1,100,000.00 ",House,1454,4,4,,London,0,$756.53 ,England,2,1908,2000
"$1,195,000.00 ",Apartment,1024,3,3, Fulham,London,0,"$1,166.99 ",England,4,1914,2020
"$975,000.00 ",Apartment,1194,3,3,Hackney,London,0,$816.58 ,England,1,1862,2020
"$600,000.00 ",Apartment,1219,3,3, Bushey,Hertfordshire,0,$492.21 ,England,4,1909,2023
"$4,950,000.00 ",New development,1627,2,2,66 Chiltern Street,Marylebone,0,"$3,042.41 ",England,2,1954,2016
"$995,000.00 ",House,1762,4,4,Pinner,Middlesex,0,$564.70 ,England,3,1877,2017
"$725,000.00 ",Apartment,521,1,1,Notting Hill,London,0,"$1,391.55 ",England,5,1924,2009
"$2,750,000.00 ",New development,1184,2,2,,London,0,"$2,322.64 ",England,5,1959,2017
"$1,375,000.00 ",New development,1203,3,3,Canary Wharf,London,0,"$1,142.98 ",England,3,1967,2022
"$1,850,000.00 ",Penthouse,1268,2,2, Canary Wharf,London,0,"$1,458.99 ",England,3,1920,2000
"$1,825,000.00 ",New development,934,2,2,Victoria,London,0,"$1,953.96 ",England,2,1885,2015
"$807,995.00 ",New development,1650,5,5,Suttons Lane,Hornchurch,0,$489.69 ,England,3,1859,2012
"$1,325,000.00 ",Apartment,2403,4,4, Putney,London,0,$551.39 ,England,3,1917,2022
"$750,000.00 ",Apartment,596,1,1,,London,0,"$1,258.39 ",England,5,1906,2006
"$575,000.00 ",New development,531,1,1, Canary Wharf,London,0,"$1,082.86 ",England,2,1873,2009
"$1,425,000.00 ",Apartment,983,2,2,,London,0,"$1,449.64 ",England,4,1975,2016
"$550,000.00 ",Apartment,672,2,2,205 Richmond Road,London,0,$818.45 ,England,5,1902,2013
"$2,200,000.00 ",Apartment,1337,3,3,Duchess of Bedfords Walk,London,0,"$1,645.47 ",England,5,1963,2002
"$2,000,000.00 ",House,1450,4,4,Islington,London,0,"$1,379.31 ",England,4,1865,2003
"$640,000.00 ",New development,794,3,3, London,N1 6FU,0,$806.05 ,England,4,1883,2022
"$3,500,000.00 ",House,3247,5,5,,London,0,"$1,077.92 ",England,2,1902,2023
"$765,000.00 ",Apartment,1234,3,3,Royal Docks,London,0,$619.94 ,England,4,1975,2008
"$7,500,000.00 ",House,3871,5,5,Ebury Street,London,0,"$1,937.48 ",England,1,1977,2019
"$875,000.00 ",Apartment,782,2,2,,London,0,"$1,118.93 ",England,3,1928,2021
"$4,350,000.00 ",New development,8151,5,5,Queens Drive,Oxshott,0,$533.68 ,England,3,1921,2022
"$475,000.00 ",House,1018,3,3,Loughton,Essex,0,$466.60 ,England,1,1976,2014
"$1,320,000.00 ",New development,1452,2,2,63 Mortlake High Street,London,0,$909.09 ,England,5,1914,2004
"$550,000.00 ",Apartment,558,2,2, Halton Road,London,0,$985.66 ,England,5,1941,2018
"$5,395,000.00 ",Apartment,1845,3,3,,London,0,"$2,924.12 ",England,3,1957,2009
"$300,000.00 ",Apartment,573,1,1,Northwood,Middlesex,0,$523.56 ,England,2,1854,2014
"$1,600,000.00 ",Apartment,1535,4,4,Paddington,London,0,"$1,042.35 ",England,5,1980,2002
"$890,000.00 ",Apartment,800,2,2,Clerkenwell,London,0,"$1,112.50 ",England,5,1945,2017
"$862,000.00 ",New development,978,3,3, Battersea,London,0,$881.39 ,England,2,1963,2002
"$775,000.00 ",New development,636,1,1, Battersea,London,0,"$1,218.55 ",England,1,1950,2009
"$1,600,000.00 ",New development,1500,3,3,Barnes,London,0,"$1,066.67 ",England,2,1901,2021
"$1,950,000.00 ",Apartment,1376,2,2,,London,0,"$1,417.15 ",England,5,1924,2022
"$680,000.00 ",Apartment,484,1,1,54-57 Devonshire Street,London,0,"$1,404.96 ",England,3,1943,2005
"$7,600,000.00 ",House,2896,4,4,,London,0,"$2,624.31 ",England,2,1860,2014
"$1,800,000.00 ",Apartment,1386,3,3,Prince of Wales Drive,London,0,"$1,298.70 ",England,2,1976,2003
"$1,490,000.00 ",Apartment,1452,3,3,Prince of Wales Drive,London,0,"$1,026.17 ",England,1,1887,2003
"$1,500,000.00 ",Apartment,1088,2,2,Albert Bridge Road,London,0,"$1,378.68 ",England,4,1883,2016
"$1,100,000.00 ",Apartment,1056,1,1, Clerkenwell,London,0,"$1,041.67 ",England,4,1947,2001
"$1,030,000.00 ",Apartment,959,2,2,Brook Green,London,0,"$1,074.04 ",England,5,1930,2008
"$1,350,000.00 ",Apartment,1007,2,2,3 Wood Crescent,London,0,"$1,340.62 ",England,3,1901,2003
"$880,000.00 ",Apartment,693,2,2,188 Cromwell Road,London,0,"$1,269.84 ",England,3,1949,2001
"$875,000.00 ",Apartment,1278,2,2, Canary Wharf,London,0,$684.66 ,England,3,1911,2011
"$544,999.00 ",Apartment,792,2,2, Greenwich,London,0,$688.13 ,England,3,1907,2019
"$799,000.00 ",Apartment,835,1,1,,London,0,$956.89 ,England,5,1921,2005
"$5,250,000.00 ",Apartment,2456,4,4, Chelsea,London,0,"$2,137.62 ",England,3,1890,2004
"$2,150,000.00 ",New development,2453,4,4,Highgate,London,0,$876.48 ,England,5,1930,2008
"$2,000,000.00 ",New development,2421,4,4,Highgate,London,0,$826.10 ,England,2,1918,2011
"$1,000,000.00 ",House,2701,4,4,Brentford,London,0,$370.23 ,England,3,1852,2017
"$3,850,000.00 ",Apartment,995,2,2,Mayfair,London,0,"$3,869.35 ",England,1,1940,2008
"$875,000.00 ",Apartment,1193,2,2, Richmond,Surrey,0,$733.45 ,England,5,1913,2015
"$700,000.00 ",Apartment,1025,3,3,,London,0,$682.93 ,England,1,1937,2012
"$2,000,000.00 ",House,2282,4,4,,London,0,$876.42 ,England,3,1979,2004
"$7,250,000.00 ",New development,3185,4,4,Primrose Hill,London,0,"$2,276.30 ",England,5,1956,2005
"$3,250,000.00 ",Apartment,2476,4,4,,London,0,"$1,312.60 ",England,4,1948,2017
"$1,075,000.00 ",Apartment,724,1,1,,London,0,"$1,484.81 ",England,3,1873,2000
"$2,850,000.00 ",Apartment,2163,4,4,Bickenhall Street,London,0,"$1,317.61 ",England,5,1917,2011
"$1,650,000.00 ",Apartment,1139,3,3, Chelsea,London,0,"$1,448.64 ",England,2,1954,2012
"$1,700,000.00 ",Apartment,788,2,2, Mayfair,London,0,"$2,157.36 ",England,2,1864,2017
"$1,350,000.00 ",House,1552,4,4,,London,0,$869.85 ,England,1,1851,2023
"$2,395,000.00 ",House,2277,4,4,Stoke Newington,London,0,"$1,051.82 ",England,4,1862,2007
"$5,750,000.00 ",House,3059,5,5,,London,0,"$1,879.70 ",England,1,1969,2021
"$895,000.00 ",Apartment,648,2,2,,London,0,"$1,381.17 ",England,4,1928,2022
"$2,500,000.00 ",House,2316,5,5,Stanmore,Middlesex,0,"$1,079.45 ",England,1,1946,2022
"$850,000.00 ",House,1384,5,5,Northwood,Middlesex,0,$614.16 ,England,3,1902,2011
"$3,650,000.00 ",House,2390,4,4,Marylebone,London,0,"$1,527.20 ",England,2,1935,2018
"$2,800,000.00 ",House,3502,6,6,Barnes,London,0,$799.54 ,England,3,1975,2002
